geo_type,geo_area_id,geo_area_name,borough_id,time_period,Children under 6 years with elevated blood lead levels (BLL) Number BLL >=5 µg/dL,Children under 6 years with elevated blood lead levels (BLL) Number BLL >=5 µg/dL _NOTES,Children under 6 years with elevated blood lead levels (BLL) Number BLL>=10 µg/dL,Children under 6 years with elevated blood lead levels (BLL) Number BLL>=10 µg/dL _NOTES,Children under 6 years with elevated blood lead levels (BLL) Number BLL>=15 µg/dL,Children under 6 years with elevated blood lead levels (BLL) Number BLL>=15 µg/dL _NOTES,Children under 6 years with elevated blood lead levels (BLL) Number Tested,Children under 6 years with elevated blood lead levels (BLL) Number Tested _NOTES,"Children under 6 years with elevated blood lead levels (BLL) Rate  BLL>=5 µg/dL per 1,000 tested","Children under 6 years with elevated blood lead levels (BLL) Rate  BLL>=5 µg/dL per 1,000 tested_NOTES","Children under 6 years with elevated blood lead levels (BLL) Rate BLL>=10 µg/dL per 1,000 tested","Children under 6 years with elevated blood lead levels (BLL) Rate BLL>=10 µg/dL per 1,000 tested_NOTES","Children under 6 years with elevated blood lead levels (BLL) Rate BLL>=15 µg/dL per 1,000 tested","Children under 6 years with elevated blood lead levels (BLL) Rate BLL>=15 µg/dL per 1,000 tested_NOTES"
Neighborhood (UHF 42),401,Long Island City - Astoria,4,2009,291,,24,,12,,6900,,42,,3.5,,1.7,
Neighborhood (UHF 42),407,Southwest Queens,4,2014,238,,51,,25,,11000,,21.6,,4.6,,2.3,
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,2011,311,,31,,3,*Estimate is based on small numbers so should be interpreted with caution.,8300,,37.5,,3.7,,0.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,2015,15,,5,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,1900,,8.1,,2.7,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),402,West Queens,4,2013,459,,72,,21,,22900,,20.1,,3.1,,0.9,
Citywide,1,New York City,,2016,4928,,822,,300,,299000,,16.5,,2.7,,1,
Neighborhood (UHF 42),304,Upper West Side,3,2014,54,,4,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,4500,,11.9,,0.9,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),409,Southeast Queens,4,2013,95,,18,,8,*Estimate is based on small numbers so should be interpreted with caution.,6100,,15.7,,3,,1.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2,2007,437,,35,,12,,6200,,70.2,,5.6,,1.9,
Neighborhood (UHF 42),204,East New York,2,2016,158,,24,,3,*Estimate is based on small numbers so should be interpreted with caution.,9700,,16.3,,2.5,,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),309,Union Square - Lower East Side,3,2015,41,,6,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,3800,,10.8,,1.6,*Estimate is based on small numbers so should be interpreted with caution.,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),309,Union Square - Lower East Side,3,2013,59,,8,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,4200,,13.9,,1.9,*Estimate is based on small numbers so should be interpreted with caution.,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,2008,476,,40,,12,,7100,,67.3,,5.7,,1.7,
Citywide,1,New York City,,2007,30493,,2282,,745,,318200,,95.8,,7.2,,2.3,
Neighborhood (UHF 42),102,Northeast Bronx,1,2009,274,,27,,12,,7500,,36.5,,3.6,,1.6,
Neighborhood (UHF 42),102,Northeast Bronx,1,2013,121,,21,,8,*Estimate is based on small numbers so should be interpreted with caution.,6500,,18.6,,3.2,,1.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),205,Sunset Park,2,2015,139,,21,,6,*Estimate is based on small numbers so should be interpreted with caution.,9600,,14.5,,2.2,,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),404,Bayside - Little Neck,4,2016,13,,1,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,2200,,5.8,,0.4,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,2009,799,,80,,26,,14000,,56.9,,5.7,,1.9,
Neighborhood (UHF 42),408,Jamaica,4,2011,452,,59,,21,,14000,,32.2,,4.2,,1.5,
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,2012,450,,35,,13,,13400,,33.6,,2.6,,1,
Neighborhood (UHF 42),206,Borough Park,2,2016,575,,86,,33,,16400,,35,,5.2,,2,
Neighborhood (UHF 42),306,Chelsea - Clinton,3,2010,48,,4,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,2200,,21.6,,1.8,*Estimate is based on small numbers so should be interpreted with caution.,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,2014,13,,4,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,1800,,7.4,,2.3,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),406,Fresh Meadows,4,2011,67,,4,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,4000,,16.8,,1,*Estimate is based on small numbers so should be interpreted with caution.,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),211,Williamsburg - Bushwick,2,2005,2072,,178,,70,,11600,,178.3,,15.3,,6,
Neighborhood (UHF 42),406,Fresh Meadows,4,2014,45,,7,*Estimate is based on small numbers so should be interpreted with caution.,5,*Estimate is based on small numbers so should be interpreted with caution.,4200,,10.8,,1.7,*Estimate is based on small numbers so should be interpreted with caution.,1.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),410,Rockaways,4,2014,88,,12,,5,*Estimate is based on small numbers so should be interpreted with caution.,4900,,18,,2.4,,1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),101,Kingsbridge - Riverdale,1,2016,23,,5,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,2500,,9,,2,*Estimate is based on small numbers so should be interpreted with caution.,0.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,2011,452,,60,,20,,11000,,41.1,,5.5,,1.8,
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,2008,1094,,94,,32,,13800,,79.1,,6.8,,2.3,
Citywide,1,New York City,,2006,34629,,2767,,928,,313900,,110.3,,8.8,,3,
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,2006,2442,,217,,81,,15100,,162.3,,14.4,,5.4,
Neighborhood (UHF 42),405,Ridgewood - Forest Hills,4,2011,288,,35,,14,,9700,,29.6,,3.6,,1.4,
Neighborhood (UHF 42),205,Sunset Park,2,2006,737,,48,,19,,6300,,117.6,,7.7,,3,
Neighborhood (UHF 42),305,Upper East Side,3,2015,28,,3,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,4200,,6.7,,0.7,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,2010,788,,81,,33,,14600,,54,,5.6,,2.3,
Neighborhood (UHF 42),309,Union Square - Lower East Side,3,2009,223,,8,*Estimate is based on small numbers so should be interpreted with caution.,4,*Estimate is based on small numbers so should be interpreted with caution.,5000,,44.4,,1.6,*Estimate is based on small numbers so should be interpreted with caution.,0.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,2015,265,,47,,21,,13100,,20.2,,3.6,,1.6,
Neighborhood (UHF 42),104,Pelham - Throgs Neck,1,2008,666,,45,,11,*Estimate is based on small numbers so should be interpreted with caution.,12100,,54.9,,3.7,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,2012,27,,3,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,2000,,13.3,,1.5,*Estimate is based on small numbers so should be interpreted with caution.,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,2007,186,,16,,3,*Estimate is based on small numbers so should be interpreted with caution.,2100,,88.2,,7.6,,1.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),201,Greenpoint,2,2008,657,,64,,21,,4800,,138.2,,13.5,,4.4,
Neighborhood (UHF 42),401,Long Island City - Astoria,4,2011,189,,35,,11,*Estimate is based on small numbers so should be interpreted with caution.,7000,,27.1,,5,,1.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,2010,518,,54,,17,,10500,,49.5,,5.2,,1.6,
Neighborhood (UHF 42),501,Port Richmond,5,2009,164,,25,,11,*Estimate is based on small numbers so should be interpreted with caution.,3400,,47.6,,7.3,,3.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),201,Greenpoint,2,2005,869,,71,,22,,5100,,171.1,,14,,4.3,
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,2012,217,,25,,6,*Estimate is based on small numbers so should be interpreted with caution.,7600,,28.4,,3.3,,0.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),205,Sunset Park,2,2008,502,,39,,11,*Estimate is based on small numbers so should be interpreted with caution.,7500,,66.8,,5.2,,1.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,2005,227,,12,,4,*Estimate is based on small numbers so should be interpreted with caution.,2200,,104.9,,5.5,,1.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),103,Fordham - Bronx Pk,1,2006,1458,,120,,40,,13300,,109.7,,9,,3,
Neighborhood (UHF 42),501,Port Richmond,5,2014,100,,16,,2,*Estimate is based on small numbers so should be interpreted with caution.,3000,,33,,5.3,,0.7,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),406,Fresh Meadows,4,2007,216,,9,*Estimate is based on small numbers so should be interpreted with caution.,6,*Estimate is based on small numbers so should be interpreted with caution.,3500,,61.6,,2.6,*Estimate is based on small numbers so should be interpreted with caution.,1.7,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),310,Lower Manhattan,3,2005,94,,5,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,800,,111.5,,5.9,*Estimate is based on small numbers so should be interpreted with caution.,1.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),502,Stapleton - St. George,5,2009,210,,17,,7,*Estimate is based on small numbers so should be interpreted with caution.,4800,,43.5,,3.5,,1.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),501,Port Richmond,5,2015,56,,7,*Estimate is based on small numbers so should be interpreted with caution.,4,*Estimate is based on small numbers so should be interpreted with caution.,2900,,19.3,,2.4,*Estimate is based on small numbers so should be interpreted with caution.,1.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),503,Willowbrook,5,2016,19,,3,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,2200,,8.8,,1.4,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),205,Sunset Park,2,2005,852,,72,,26,,6700,,126.3,,10.7,,3.9,
Neighborhood (UHF 42),201,Greenpoint,2,2014,229,,23,,8,*Estimate is based on small numbers so should be interpreted with caution.,4100,,56.1,,5.6,,2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),205,Sunset Park,2,2010,348,,34,,16,,8600,,40.4,,3.9,,1.9,
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,2015,132,,22,,4,*Estimate is based on small numbers so should be interpreted with caution.,7700,,17.2,,2.9,,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),102,Northeast Bronx,1,2008,420,,33,,14,,7300,,57.3,,4.5,,1.9,
Neighborhood (UHF 42),208,Canarsie - Flatlands,2,2016,88,,6,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,6900,,12.8,,0.9,*Estimate is based on small numbers so should be interpreted with caution.,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),310,Lower Manhattan,3,2011,20,,1,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,1600,,12.3,,0.6,*Estimate is based on small numbers so should be interpreted with caution.,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,2010,355,,49,,17,,8200,,43.5,,6,,2.1,
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,2012,273,,34,,14,,12000,,22.8,,2.8,,1.2,
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,2016,243,,34,,12,,12200,,19.9,,2.8,,1,
Neighborhood (UHF 42),301,Washington Heights,3,2008,625,,63,,23,,11200,,56,,5.6,,2.1,
Neighborhood (UHF 42),107,Hunts Point - Mott Haven,1,2006,828,,43,,15,,7900,,105,,5.5,,1.9,
Neighborhood (UHF 42),205,Sunset Park,2,2009,432,,42,,15,,7800,,55.4,,5.4,,1.9,
Neighborhood (UHF 42),204,East New York,2,2013,239,,32,,12,,10400,,23,,3.1,,1.2,
Neighborhood (UHF 42),409,Southeast Queens,4,2014,97,,13,,5,*Estimate is based on small numbers so should be interpreted with caution.,6100,,16,,2.1,,0.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),206,Borough Park,2,2015,591,,85,,25,,17000,,34.8,,5,,1.5,
Neighborhood (UHF 42),401,Long Island City - Astoria,4,2010,278,,26,,9,*Estimate is based on small numbers so should be interpreted with caution.,6900,,40,,3.7,,1.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),503,Willowbrook,5,2005,108,,3,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,2400,,44.6,,1.2,*Estimate is based on small numbers so should be interpreted with caution.,0.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),408,Jamaica,4,2016,223,,38,,13,,13100,,17.1,,2.9,,1,
Neighborhood (UHF 42),308,Greenwich Village - SoHo,3,2010,74,,7,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,1700,,42.8,,4.1,*Estimate is based on small numbers so should be interpreted with caution.,1.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),410,Rockaways,4,2016,50,,7,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,4600,,10.8,,1.5,*Estimate is based on small numbers so should be interpreted with caution.,0.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),408,Jamaica,4,2008,728,,77,,30,,13400,,54.4,,5.8,,2.2,
Neighborhood (UHF 42),407,Southwest Queens,4,2008,626,,70,,23,,11300,,55.6,,6.2,,2,
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,2010,51,,7,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,2200,,23.5,,3.2,*Estimate is based on small numbers so should be interpreted with caution.,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),502,Stapleton - St. George,5,2008,258,,36,,12,,5000,,51.9,,7.2,,2.4,
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,2009,834,,72,,26,,15900,,52.5,,4.5,,1.6,
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,2009,289,,32,,8,*Estimate is based on small numbers so should be interpreted with caution.,6200,,46.6,,5.2,,1.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),305,Upper East Side,3,2010,47,,4,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,4900,,9.6,,0.8,*Estimate is based on small numbers so should be interpreted with caution.,0.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,2012,477,,69,,22,,14800,,32.1,,4.7,,1.5,
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,2014,88,,9,*Estimate is based on small numbers so should be interpreted with caution.,6,*Estimate is based on small numbers so should be interpreted with caution.,5500,,16,,1.6,*Estimate is based on small numbers so should be interpreted with caution.,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),103,Fordham - Bronx Pk,1,2010,629,,76,,21,,13900,,45.1,,5.5,,1.5,
Neighborhood (UHF 42),403,Flushing - Clearview,4,2015,108,,15,,7,*Estimate is based on small numbers so should be interpreted with caution.,9400,,11.5,,1.6,,0.7,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),204,East New York,2,2010,434,,50,,21,,11200,,38.8,,4.5,,1.9,
Neighborhood (UHF 42),501,Port Richmond,5,2006,293,,34,,11,*Estimate is based on small numbers so should be interpreted with caution.,3300,,89.3,,10.4,,3.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),409,Southeast Queens,4,2008,357,,28,,13,,6500,,55,,4.3,,2,
Neighborhood (UHF 42),211,Williamsburg - Bushwick,2,2008,925,,84,,30,,11700,,79.4,,7.2,,2.6,
Neighborhood (UHF 42),405,Ridgewood - Forest Hills,4,2014,167,,23,,6,*Estimate is based on small numbers so should be interpreted with caution.,9500,,17.6,,2.4,,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,2014,304,,38,,11,*Estimate is based on small numbers so should be interpreted with caution.,12200,,25,,3.1,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),102,Northeast Bronx,1,2005,826,,51,,17,,6800,,121.6,,7.5,,2.5,
Neighborhood (UHF 42),309,Union Square - Lower East Side,3,2005,643,,33,,12,,4900,,130.5,,6.7,,2.4,
Neighborhood (UHF 42),206,Borough Park,2,2005,1537,,156,,59,,12000,,127.9,,13,,4.9,
Neighborhood (UHF 42),211,Williamsburg - Bushwick,2,2011,530,,65,,21,,12000,,44,,5.4,,1.7,
Neighborhood (UHF 42),409,Southeast Queens,4,2005,641,,50,,17,,6500,,98.7,,7.7,,2.6,
Neighborhood (UHF 42),301,Washington Heights,3,2016,73,,19,,6,*Estimate is based on small numbers so should be interpreted with caution.,8200,,8.9,,2.3,,0.7,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),405,Ridgewood - Forest Hills,4,2013,154,,17,,4,*Estimate is based on small numbers so should be interpreted with caution.,9600,,16.1,,1.8,,0.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),211,Williamsburg - Bushwick,2,2015,200,,34,,15,,9200,,21.7,,3.7,,1.6,
Neighborhood (UHF 42),503,Willowbrook,5,2012,27,,6,*Estimate is based on small numbers so should be interpreted with caution.,3,*Estimate is based on small numbers so should be interpreted with caution.,2400,,11.2,,2.5,*Estimate is based on small numbers so should be interpreted with caution.,1.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,2013,357,,52,,17,,14300,,24.9,,3.6,,1.2,
Neighborhood (UHF 42),102,Northeast Bronx,1,2006,714,,39,,19,,6900,,103.5,,5.7,,2.8,
Neighborhood (UHF 42),105,Crotona -Tremont,1,2010,435,,40,,11,*Estimate is based on small numbers so should be interpreted with caution.,11900,,36.5,,3.4,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),402,West Queens,4,2015,361,,65,,19,,21900,,16.5,,3,,0.9,
Neighborhood (UHF 42),403,Flushing - Clearview,4,2016,74,,12,,4,*Estimate is based on small numbers so should be interpreted with caution.,9600,,7.7,,1.2,,0.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,2011,41,,4,*Estimate is based on small numbers so should be interpreted with caution.,3,*Estimate is based on small numbers so should be interpreted with caution.,2200,,19,,1.9,*Estimate is based on small numbers so should be interpreted with caution.,1.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),504,South Beach - Tottenville,5,2011,38,,7,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,4400,,8.6,,1.6,*Estimate is based on small numbers so should be interpreted with caution.,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),104,Pelham - Throgs Neck,1,2012,193,,24,,11,*Estimate is based on small numbers so should be interpreted with caution.,12000,,16.1,,2,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),501,Port Richmond,5,2010,146,,20,,6,*Estimate is based on small numbers so should be interpreted with caution.,3600,,40.8,,5.6,,1.7,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),205,Sunset Park,2,2012,225,,24,,10,*Estimate is based on small numbers so should be interpreted with caution.,9100,,24.7,,2.6,,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),504,South Beach - Tottenville,5,2015,22,,1,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,4200,,5.3,,0.2,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),410,Rockaways,4,2012,85,,15,,3,*Estimate is based on small numbers so should be interpreted with caution.,5000,,17.1,,3,,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,2013,327,,36,,17,,10800,,30.2,,3.3,,1.6,
Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2,2013,169,,29,,9,*Estimate is based on small numbers so should be interpreted with caution.,7400,,22.7,,3.9,,1.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),308,Greenwich Village - SoHo,3,2008,115,,7,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,1500,,78.4,,4.8,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),206,Borough Park,2,2006,1660,,157,,54,,11900,,139.9,,13.2,,4.6,
Neighborhood (UHF 42),105,Crotona -Tremont,1,2016,137,,34,,14,,10300,,13.4,,3.3,,1.4,
Neighborhood (UHF 42),403,Flushing - Clearview,4,2008,312,,24,,11,*Estimate is based on small numbers so should be interpreted with caution.,8000,,39,,3,,1.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),401,Long Island City - Astoria,4,2008,405,,44,,7,*Estimate is based on small numbers so should be interpreted with caution.,7200,,56.6,,6.2,,1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),303,East Harlem,3,2007,525,,16,,6,*Estimate is based on small numbers so should be interpreted with caution.,4700,,111.5,,3.4,,1.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),402,West Queens,4,2016,345,,57,,21,,21400,,16.1,,2.7,,1,
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,2008,425,,29,,11,*Estimate is based on small numbers so should be interpreted with caution.,6200,,68.8,,4.7,,1.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),305,Upper East Side,3,2006,248,,22,,8,*Estimate is based on small numbers so should be interpreted with caution.,4600,,53.8,,4.8,,1.7,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),211,Williamsburg - Bushwick,2,2009,765,,89,,32,,11900,,64.5,,7.5,,2.7,
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,2013,159,,15,,8,*Estimate is based on small numbers so should be interpreted with caution.,7200,,21.9,,2.1,,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),309,Union Square - Lower East Side,3,2008,324,,15,,4,*Estimate is based on small numbers so should be interpreted with caution.,5100,,63.7,,2.9,,0.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),309,Union Square - Lower East Side,3,2007,527,,18,,6,*Estimate is based on small numbers so should be interpreted with caution.,5000,,106.1,,3.6,,1.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),205,Sunset Park,2,2011,332,,28,,10,*Estimate is based on small numbers so should be interpreted with caution.,9300,,35.7,,3,,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Citywide,1,New York City,,2015,5371,,908,,318,,311300,,17.3,,2.9,,1,
Neighborhood (UHF 42),401,Long Island City - Astoria,4,2014,136,,18,,4,*Estimate is based on small numbers so should be interpreted with caution.,6700,,20.2,,2.7,,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,2006,188,,15,,3,*Estimate is based on small numbers so should be interpreted with caution.,2200,,84.5,,6.7,,1.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),410,Rockaways,4,2015,48,,7,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,4900,,9.9,,1.4,*Estimate is based on small numbers so should be interpreted with caution.,0.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,2007,2132,,155,,52,,15300,,139.5,,10.1,,3.4,
Neighborhood (UHF 42),303,East Harlem,3,2016,26,,5,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,3300,,7.9,,1.5,*Estimate is based on small numbers so should be interpreted with caution.,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),502,Stapleton - St. George,5,2015,77,,17,,4,*Estimate is based on small numbers so should be interpreted with caution.,4400,,17.4,,3.8,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,2012,94,,10,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,6100,,15.4,,1.6,*Estimate is based on small numbers so should be interpreted with caution.,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,2008,809,,50,,18,,12500,,64.8,,4,,1.4,
Neighborhood (UHF 42),101,Kingsbridge - Riverdale,1,2014,33,,4,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,3200,,10.2,,1.2,*Estimate is based on small numbers so should be interpreted with caution.,0.6,*Estimate is based on small numbers so should be interpreted with caution.
